Reviewer,Date,Review,English Review
tiramisu Mohd Zain,2 months ago,Makanan nya biasa2 sahaja utk saya. Tapi restoran bersih dan selesa. Servis juga cepat,The food is normal for me.But the restaurant is clean and comfortable.Service is also fast
W,4 months ago,"Nasi lemak was very good to me, flavors were good. Best one IÃ¢â¬â¢ve had yet. Tried the squid which was also good.","Nasi lemak was very good to me, flavors were good. Best one I've had yet. Tried the squid which was also good."
Ahsan B,5 months ago,"Long que but the service is fast, rendang ayam agak masin sedikit perbanding ayam masak merah... mungkin hari ni tukang masaknya terlebih letak garam...","Long que but the service is fast, chickens are a bit salty compared to red cooked chicken ... maybe today the cook is over salt ..."
Jeremy Ng,6 months ago,Ordered 2 nasi lemak with 4x different types of sambal chicken along with deep fried chicken. All tastes different with unique flavourful taste. Large indoor open space dining area; serving sizes very generous value for money. Overall the food is great and a must try! Preferably dine in when the rice is nice and steaming hot.,Ordered 2 nasi lemak with 4x different types of sambal chicken along with deep fried chicken. All tastes different with unique flavourful taste. Large indoor open space dining area; serving sizes very generous value for money. Overall the food is great and a must try! Preferably dine in when the rice is nice and steaming hot.
anuar abdullah,4 months ago,"Tak berapa sedap la sangat. Boleh le makan. Panas sikit & stuffy. Servis hambar, staff pun muka ketat. Makanan masin","Not very delicious. Can eat. A bit hot and stuffy. Dull service, and the staff have stern faces. The food is salty."
Hasnol Firdaus,3 months ago,"Nasi sedap ada aroma wangi santan berlemak, sambal sedap tambah lak sambal kerang dan bergerdil...mantap padu","Delicious rice with the fragrant aroma of rich coconut milk, tasty sambal, especially with added cockles and potato fritters... absolutely excellent."
Zamreestone,4 months ago,Gud foods.. will come when ever feel hunger for gud n tasty nasi lemaks,Good foods.. will come whenever feel hungry for good and tasty nasi lemak
Muhammad M.T.,5 years ago,Love their sweety hot sambal. Perfect with fluffy rice & crunchy anchovies. Their paru berempah shouldn't be missed. It's full of flavor & crunchy!,Love their sweety hot sambal. Perfect with fluffy rice & crunchy anchovies. Their paru berempah shouldn't be missed. It's full of flavor & crunchy!
plasticman2k,5 years ago,"Perfect Nasi Lemak right here! Sambal was spicy and slightly sweet, perfect for Singaporeans who are used to sweeter sambal. Rice was nice and fluffy and they were generous with the sambal sotong. Amazing place, will definitely be back again.","Perfect Nasi Lemak right here! Sambal was spicy and slightly sweet, perfect for Singaporeans who are used to sweeter sambal. Rice was nice and fluffy and they were generous with the sambal sotong. Amazing place, will definitely be back again."
Abdul Hafiz Mohamed Salleh,a year ago,The best of the best Nasi Lemak in KL! Nasi yang sangat berlemak dikukus ditambah dengan sambal manis gitu. Ayam rendang tidak mengecewakan!! Antara paling sedap di KL!,"The best rice dish in KL! The rice is incredibly flavorful, steamed to perfection, and complemented with sweet chili sauce. The rendang chicken is not disappointing! One of the most delicious dishes in KL!"
Muhammad Nasiruddin,a year ago,"services pantas, sambal dia sedap ngam tak berapa pedas tak berapa manis, lauk pelbagai, pekerja ramai awek, rate harga rm13 gituu","Services are fast, the sambal is delicious not too spicy, various fish, many workers, rates rm13 price"
Hamiza Ali,3 years ago,"This eatery is very popular among locals, rarely seeing the quiet atmosphere of the customerÃ¢â¬â¢s presence especially at breakfast and dinner Ã°Å¸ËÂ½ As in most other Ã¢â¬Ënasi lemakÃ¢â¬â¢ restaurant, Nasi Lemak Wanjo is served with anchovies, boiled eggs, Ã¢â¬Â¦","This eatery is very popular among locals, rarely experiencing a quiet atmosphere due to the constant presence of customers, especially during breakfast and dinner. ?? As in most other 'nasi lemak' restaurants, Nasi Lemak Wanjo is served with anchovies, boiled eggs, and more."
Faa Akmal,a year ago,Good place to have nasi lemak. A lot of people but fast service. Reasonable price Ã°Å¸âÂÃ°Å¸ÂÂ» Ã¢â¬Â¦,Good place to have nasi lemak. A lot of people but fast service. Reasonable price 
Nurul Aina,8 months ago,i pergi wanjo banyak kali tapi harini baru terasa nak review. Makanan sedap dan harga pun berbaloi. Tapi sebabkan staff semua tak friendly and cashier perempuan pendek sangat kurang ajar jadinya this is will be my last time makan sana. Ã¢â¬Â¦,"I have been to Wanjo many times, but today I finally feel like leaving a review. The food is delicious, and the prices are reasonable. However, because all the staff are not friendly, and the short female cashier is very rude, this will be my last time eating there."
Khai Halim,2 months ago,Nasi lemak dia biasa je takde apa yang special datang sebab viral je,Their nasi lemak is just ordinary; there's nothing special about it. I came because it's viral.
asleeza ramli,a month ago,"Rendang is definitely a to-die-for.  The fruit juices too... Although there was a long queue, the services were quite fast.","Rendang is definitely to die for. The fruit juices too... Although there was a long queue, the service was quite fast."
Mahendran vijayakumar,11 months ago,Taste was good.. price was reasonable.... Bit hot to sit in open area but aircond room also available for RM1 per head.,Taste was good.. price was reasonable.... Bit hot to sit in open area but aircond room also available for RM1 per head.
Shahriz Ismail Ashari,3 years ago,"Parking sucks, roads are narrow and there are too many people walking in the middle of the road, but Wanjo's nasi lemak makes up for it! It's definitely better than Nasi lemak antarabangsa.","Parking sucks, roads are narrow and there are too many people walking in the middle of the road, but Wanjo's nasi lemak makes up for it! It's definitely better than Nasi lemak antarabangsa."
Black Phanther,5 months ago,"Makanannya dlm kadar sederhana . Tapi terlalu mahal . Dh mcm mkn dkt hotel . Tapi layanan terbaik , suasana pun tetbaik .",Nasi lemak sedap dan affordable Ã°Å¸Ëâ¹ nasi lemak telur mata RM4. Sambal a bit manis (sebab suka pedas) Ã°Å¸Ëâ SOP terjaga. Persekitaran bersih Ã¢â¬Â¦
Halida Budining,7 months ago,It was crazy queueing on the weekend. But they served pretty fast. The price was cheap & delicious. The place also clean.,It was crazy queueing on the weekend. But they served pretty fast. The price was cheap & delicious. The place also clean.
Nur Akma,a year ago,"Quite affordable price for kampung baru area. Very good service like Ikea, separate lane for take away & dine in","Quite affordable price for kampung baru area. Very good service like Ikea, separate lane for take away & dine in"
Nurul Shazlieyana Sharizan,2 years ago,Nasi lemak sedap dan affordable Ã°Å¸Ëâ¹ nasi lemak telur mata RM4. Sambal a bit manis (sebab suka pedas) Ã°Å¸Ëâ SOP terjaga. Persekitaran bersih Ã¢â¬Â¦,Delicious and affordable nasi lemak ??. Nasi lemak with fried egg is RM4. The sambal is a bit sweet (because I like it spicy) ??. Hygiene is well-maintained. Clean environment 
Fadzli Alias,a month ago,Nasi lomak yang digabungkan dengan sambal  yang sodap. Ayam godang.,Nasi lemak combined with delicious sambal. Spicy fried chicken.
Eyma Othman,11 months ago,Tempat yang selesa.. space luas dan nasi lemak yang sedap..,Comfortable place .. Spacious space and delicious nasi lemak ..
Ahmad Fadzel,a year ago,Ok laa. Mahal sikit dari biasa. ada macam2 lauk boleh letak. dekat situ ada jual smoothie sekali. Lepas raya haji nasi lemak naik harga.,Ok.It's a bit expensive than usual. There are all kinds of side dishes.There is a smoothie nearby.
Fahmi Mat,a year ago,First time try makan sini..nasik sedap berlemak..sambal pun ok..test amek lauk ayam goreng dengan sambal kerang..ayam mantap..tapi sambal kerang kureng sikit..sambal dia tu mcm terlebih masam sikit..,"First time trying here... the rice is delicious and rich. The sambal is okay too. Tried the fried chicken with cockle sambal... the chicken is delicious, but the cockle sambal is a bit lacking. The sambal seems a bit too sour."
Chris C.H,a year ago,"For 16 MYR, I got one curry chicken and one spices deep fried chicken along with the standard nasi lemak plate. Lots of tables available. If you want the Aircon room, pay 1 MYR.","For 16 MYR, I got one curry chicken and one spices deep fried chicken along with the standard nasi lemak plate. Lots of tables available. If you want the Aircon room, pay 1 MYR."
Zol M,3 years ago,"The best and legendary nasi lemak in KL. The taste is authentic Kampung Baru nasi lemak since the 70Ã¢â¬â¢s. It offers an extensive choice of dishes which includes fried chicken, beef and chicken rendang, paru berlada, etc etc. Too many to Ã¢â¬Â¦","The best and legendary nasi lemak in KL. The taste is authentic Kampung Baru nasi lemak since the 70s. It offers an extensive choice of dishes, including fried chicken, beef and chicken rendang, paru berlada, and many more. Too many to mention."
Khairul Anwar Kamaruddin,3 weeks ago,Not the best nasi lemak but good enough. Plus point is that there are many lauk to choose from,Not the best nasi lemak but good enough. Plus point is that there are many dish to choose from
Shah Zain,6 months ago,"Lauknya banyak, nasi nya rasa lemak. Kuah agak manis. Boleh kata tak pedas. Datang lunch tak sesuai duduk luar, panas dan berbahang. kena masuk dalam bilik ada aircond, tapi kena caj RM1.00 sekepala.","There are many side dishes, the rice is rich in flavor. The gravy is somewhat sweet. It can be said that it's not spicy. Coming for lunch is not suitable to sit outside, it's hot and sunny. Need to go inside the room with air conditioning, but there's a charge of RM1.00 per person."
Pervein Savunthara Rajan,a month ago,Overrated. Half the people in the review section needs to get their taste buds checked. The only good thing I paid for was the mango shake.,Overrated. Half the people in the review section needs to get their taste buds checked. The only good thing I paid for was the mango shake.
Asyraf Azmi,a year ago,Antara nasi lemak tervaik di Kampung Baru. Tempat makan yang selesa.,Among the best nasi lemak in Kampung Baru.Comfortable dining.
mustafa said,2 years ago,"This ever popular nasi lemak at kg Baru, K.Lumpur is more that half a century old  selling only nasi lemak. The main menu is fried chicken and bioled egg with fried ikan bilis. Also serve is Sotong, rendang daging , paruand fried eggs. Ã¢â¬Â¦","This ever popular nasi lemak at kg Baru, K.Lumpur is more that half a century old  selling only nasi lemak. The main menu is fried chicken and boiled egg with fried anchovies. Also serve is Sotong, rendang daging , paru and fried eggs. Ã¢â¬Â¦"
