Reviewer,Date,Review,English Review
Muhammad Albakri,3 weeks ago,Ramai gile. Harga jangan cakap. Pandai2 tunjuk nak lauk apa. Mau garu kepala nk membayarnye. Sambal rase biasa je. Welp,There are a lot of people. Don't mention the prices. You need to point out which dishes you want. It can be a bit confusing to pay. The sambal tastes ordinary. Well.
Danial Kamal,9 months ago,One of the best. Variety of side dishes to pair with nasi lemak. Cockles Sambal is my favourite,One of the best. Variety of side dishes to pair with nasi lemak. Cockles Sambal is my favourite
mustafa shaikh,3 months ago,The taste of nasi lemak is overrated. Sambal kerang and sambal sotong are obviously from canned food you can get from the market. The mango smoothie is good though.,The taste of nasi lemak is overrated. Sambal kerang and sambal sotong are obviously from canned food you can get from the market. The mango smoothie is good though.
jack lau,a year ago,Nasi lemak + ayam + sotong + kerang = satisfied. Went there during buka puasa time as it is not so crowded and not so jam. The place is clean and brightly lit.,Nasi lemak + ayam + sotong + kerang = satisfied. Went there during buka puasa time as it is not so crowded and not so jam. The place is clean and brightly lit.
Qamar Wan Noor,3 months ago,Great to be back n to see the refurbished Wanjo! The nasi lemak was good but I must say the Village Park NL is nicer n more lemak. But the sambal was good n I like the sambal kerang.  Too bad they didnt serve kacang goreng n the ikan bilis a tad salty. Good process flow n clean toilets! Highly recommended!,"Great to be back and see the refurbished Wanjo! The nasi lemak was good, but I must say the Village Park NL is nicer and more lemak. However, the sambal was good, and I like the sambal kerang. Too bad they didn't serve kacang goreng, and the ikan bilis was a tad salty. Good process flow and clean toilets! Highly recommended!"
Warren Chan,a year ago,Good clean restaurant. Food looks great but I was too full already to try many. I just ordered nasi lemak with chicken and it was good. Friendly people working inside too.,Good clean restaurant. Food looks great but I was too full already to try many. I just ordered nasi lemak with chicken and it was good. Friendly people working inside too.
Aida Habib,5 months ago,Nasi lemak kurang santan. Untuk paru goreng boleh cuba rebus dulu sebelum goreng. Terlalu keras nk makan. Sambal just nice tak pedas,"The nasi lemak lacks coconut milk. For the fried lung, you can try boiling it before frying as it is too tough to eat. The sambal is just right, not too spicy."
O R,3 months ago,"Overrated. Nasi lemak and side dishes were cold. Rice does not have the coconut flavor, sambal is just ordinary The temperature of the food wasn't up to food safety levels. I had better and fresh cooked nasi lemak.","Overrated. Nasi lemak and side dishes were cold. Rice does not have the coconut flavor, sambal is just ordinary The temperature of the food wasn't up to food safety levels. I had better and fresh cooked nasi lemak."
Muhammad Fahmi,4 months ago,"Nasi sedikit, mintak extra pun tetap sikit.. cas mahal x berbaloi pergi makan disini.. staf isi nasi tidak senyum.. tidak di galakkan kesini. First and last dtg sini.","The rice is minimal, even when asking for extra, it remains scarce. The charges are high and not worth it to dine here. The staff filling the rice didn't smile. Not encouraged to come here. First and last visit."
Ahmad Fardhan,2 months ago,"Tempat mkn yg tak ada aircond terlalu panas, terasa bahang atap zink, sehingga ada pekerja disitu mengeluh panas. Nk mkn tak selesa, blh hilang mood mkn. Kalau nk mkn selesa ada disediakan tempat yg ada aircond, tp kena byr rm1 sekepala.","A dining place without air conditioning can feel excessively hot, especially with the heat from the zinc roof. Some workers in the area have even complained about the heat. Eating in such conditions can be uncomfortable and may dampen the dining experience. If seeking a cooler environment, there is an air-conditioned space available, but visitors need to pay an additional RM1 per person."
Rizal Mohamed,3 years ago,Satisfy with the food. Best nasi lemak. Eat it since 1998. The taste is still same as before. Very comfort and smell good prayer room. Nice clean toilet. Deserved 5 stars.,Satisfy with the food. Best nasi lemak. Eat it since 1998. The taste is still same as before. Very comfort and smell good prayer room. Nice clean toilet. Deserved 5 stars.
Nasrullah YÄ±lmaz,2 months ago,"Best Nasi Lemak i ever eat. Clean area, fast services and reasonable prices. You can go with your family.","Best Nasi Lemak i ever eat. Clean area, fast services and reasonable prices. You can go with your family."
Rosli Nordin,4 years ago,One of the Nasi Lemak restaurants in Kg Baru / Kuala Lumpur area. And its reputation speaks for itself. Every morning this place is packed with loyal customers. â€¦,One of the Nasi Lemak restaurants in Kg Baru / Kuala Lumpur area. And its reputation speaks for itself. Every morning this place is packed with loyal customers. â€¦
Mo Khir,2 years ago,"Located at the busiest road of Kampong bharu, also known as the pintu gerbang kampong bharu, parking is not easy especially night  times. But the taste and the consistent quality will not dissapoint the visitors. One of the best outlet in â€¦","Located at the busiest road of Kampong bharu, also known as the pintu gerbang kampong bharu, parking is not easy especially night  times. But the taste and the consistent quality will not dissapoint the visitors. One of the best outlet in â€¦"
mawar,4 months ago,"Nasi lemak pelbagai lauk sampingan, servis cepat dan mesra pelanggan, tahniah","Nasi Lemak with various side dishes, fast service, and customer-friendly, congratulations."
Kiky Armani Official,2 years ago,One of the best nasi lemak i have ever tried in my entire life and the sambal is good but not the best. I wonder why the owner hired too many staff. Please consider keeping a small amount of quality staff instead of bunch of kids playing around. None of the staff are friendly.,One of the best nasi lemak i have ever tried in my entire life and the sambal is good but not the best. I wonder why the owner hired too many staff. Please consider keeping a small amount of quality staff instead of bunch of kids playing around. None of the staff are friendly.
Ts. Muhammad Faiz,a month ago,Ada tmpt air cond. Makanan sedap. Nasi lemak lauk kerang sambal sotong paru ayam. Sodok semua. Padu,"There is an air-conditioned area. The food is delicious, especially the nasi lemak with cockles, squid sambal, lung, and chicken. Everything is tasty. Excellent."
Cate Escobar,2 months ago,Overpriced. RM5.50 for nasi lemak biasa. Moreover no peanuts in the nasi lemak. Staffs at the counter not friendly. Sambal not spicy enough and portion not generous. Surcharge RM1 for the aircond room.,Overpriced. RM5.50 for nasi lemak biasa. Moreover no peanuts in the nasi lemak. Staffs at the counter not friendly. Sambal not spicy enough and portion not generous. Surcharge RM1 for the aircond room.
Ziller Jer,a year ago,Last datang before pandemik..masa tu kedai tak renovate lagi..sekarang..damn lawo..selesa pulak tu..ðŸ‘ðŸ‘ðŸ‘kali ni makan alhmdulillah puas hati..suka sbb byk pilihan lauk n lengkap aksesori diaðŸ˜…susah skrg nk jumpa nasi lemak yg cukup â€¦,"The last time I visited was before the pandemic, and at that time, the shop hadn't been renovated yet. Now, it looks amazing and comfortable. This time, the dining experience was satisfying. I like it because there are many choices for side dishes, and the accessories are complete. It's challenging nowadays to find Nasi Lemak that offers such a complete experience."
Ardifa Rizki,2 weeks ago,"Fast service, foods are ok, friendly staff","Fast service, foods are ok, friendly staff"
Kamarul Anuar,10 months ago,Konsep layan diri. Tiada service ke meja. Ada dua baris untuk beratur. Satu UTK dine in dan satu bungkus. Eloknya dua Line boleh UTK dine in dan bungkus sbb Line UTK dine in que. Sambal nasi lemak memang padu. Cuba baru tahu. Perlu install POS sistem UTK cepatkan order air. Slip order akan keluar di tempat air mcm kedai mamak tu.,The concept of self -service.No service to the table.There are two lines to queue.One for dine in and one pack.It is best to two lines to dine in and wrap as a line for dine in que.Fat rice sauce is solid.Try to find out.Need to install the system post to speed up the water order.The slip order will come out at the water where the mamak shop is.
Joshua Jebaraj,2 years ago,The nasi lemak was alright but I have to say I have tasted better nasi lemak before. The sambal wasn't spicy enough to my liking but this is my personal opinion since I do love spicy food. The rice was fragrant and taste good. The chicken was a bit hard and dry for me. Lastly the kerang was cooked well and taste alright.,The nasi lemak was alright but I have to say I have tasted better nasi lemak before. The sambal wasn't spicy enough to my liking but this is my personal opinion since I do love spicy food. The rice was fragrant and taste good. The chicken was a bit hard and dry for me. Lastly the kerang was cooked well and taste alright.
